model,iter,P,R,F1
GPT-4o-mini,24,0.4134199134199134,0.9455445544554455,0.575301204819277
GPT-4o-mini,25,0.7028985507246377,0.919431279620853,0.7967145790554414
GPT-4o-mini,26,0.4725848563968668,0.900497512437811,0.6198630136986301
GPT-4o-mini,27,0.6830985915492958,0.941747572815534,0.7918367346938775
GPT-4o-mini,28,0.5588235294117647,0.9359605911330049,0.6998158379373849
GPT-4o-mini,29,0.6654135338345865,0.885,0.7596566523605149
GPT-4o-mini,30,0.591304347826087,0.9107142857142857,0.7170474516695957
GPT-4o-mini,31,0.673992673992674,0.9019607843137255,0.7714884696016772
GPT-4o-mini,32,0.4846938775510204,0.892018779342723,0.628099173553719
GPT-4o-mini,33,0.4079822616407982,0.8803827751196173,0.5575757575757576
GPT-4o-mini,34,0.8410041841004184,0.8973214285714286,0.8682505399568035
GPT-4o-mini,35,0.4925,0.9471153846153846,0.6480263157894737
GPT-4o-mini,36,0.8185840707964602,0.9024390243902439,0.8584686774941996
GPT-4o-mini,37,0.5548780487804879,0.8921568627450981,0.6842105263157895
GPT-4o-mini,38,0.8362068965517241,0.9023255813953488,0.8680089485458613
GPT-4o-mini,39,0.49238578680203043,0.9282296650717703,0.6434494195688225
GPT-4o-mini,40,0.5513196480938416,0.9261083743842364,0.6911764705882352
GPT-4o-mini,41,0.6521739130434783,0.8866995073891626,0.7515657620041754
GPT-4o-mini,42,0.8454935622317596,0.9248826291079812,0.8834080717488789
GPT-4o-mini,43,0.8081632653061225,0.9041095890410958,0.853448275862069
GPT-4o-mini,44,0.5770392749244713,0.9317073170731708,0.7126865671641791
GPT-4o-mini,45,0.5267605633802817,0.9540816326530612,0.6787658802177858
GPT-4o-mini,46,0.7007299270072993,0.8847926267281107,0.7820773930753564
GPT-4o-mini,47,0.41013824884792627,0.8640776699029126,0.55625
GPT-4o-mini,48,0.38444924406047515,0.8640776699029126,0.5321375186846038
GPT-4o-mini,49,0.43537414965986393,0.897196261682243,0.5862595419847328
GPT-4o-mini,50,0.5657142857142857,0.9473684210526315,0.708407871198569
GPT-4o-mini,51,0.5361111111111111,0.9368932038834952,0.6819787985865724
GPT-4o-mini,52,0.652317880794702,0.933649289099526,0.7680311890838205
GPT-4o-mini,53,0.8283261802575107,0.8812785388127854,0.8539823008849557
GPT-4o-mini,54,0.4621212121212121,0.9581151832460733,0.6235093696763203
GPT-4o-mini,55,0.329136690647482,0.8970588235294118,0.48157894736842105
GPT-4o-mini,56,0.8054298642533937,0.8811881188118812,0.8416075650118203
GPT-4o-mini,57,0.7153558052434457,0.8967136150234741,0.7958333333333332
GPT-4o-mini,58,0.6956521739130435,0.9458128078817734,0.8016701461377871
GPT-4o-mini,59,0.485,0.9107981220657277,0.6329526916802609
GPT-4o-mini,60,0.5965909090909091,0.9292035398230089,0.726643598615917
GPT-4o-mini,61,0.6727272727272727,0.9024390243902439,0.7708333333333333
GPT-4o-mini,62,0.8461538461538461,0.8201754385964912,0.8329621380846326
GPT-4o-mini,63,0.5316091954022989,0.8980582524271845,0.667870036101083
GPT-4o-mini,64,0.7092198581560284,0.9345794392523364,0.8064516129032259
GPT-4o-mini,65,0.6790540540540541,0.9013452914798207,0.7745664739884393
GPT-4o-mini,66,0.4051724137931034,0.8952380952380953,0.5578635014836795
GPT-4o-mini,67,0.6798561151079137,0.9130434782608695,0.7793814432989691
GPT-4o-mini,68,0.6678571428571428,0.8862559241706162,0.7617107942973523
GPT-4o-mini,69,0.6723549488054608,0.8873873873873874,0.7650485436893204
GPT-4o-mini,70,0.5401234567901234,0.9308510638297872,0.68359375
GPT-4o-mini,71,0.4948186528497409,0.9052132701421801,0.6398659966499163
GPT-4o-mini,72,0.43243243243243246,0.9365853658536586,0.5916795069337444
GPT-4o-mini,73,0.5672514619883041,0.9065420560747663,0.6978417266187051
GPT-4o-mini,74,0.6691729323308271,0.898989898989899,0.7672413793103449
GPT-4o-mini,75,0.6713286713286714,0.8807339449541285,0.761904761904762
GPT-4o-mini,76,0.4344978165938865,0.9128440366972477,0.5887573964497042
GPT-4o-mini,77,0.5660377358490566,0.9137055837563451,0.6990291262135923
GPT-4o-mini,78,0.5026315789473684,0.9408866995073891,0.6552315608919382
GPT-4o-mini,79,0.8697674418604651,0.9444444444444444,0.9055690072639224
GPT-4o-mini,80,0.5209580838323353,0.9015544041450777,0.6603415559772297
GPT-4o-mini,81,0.5612535612535613,0.9248826291079812,0.6985815602836879
GPT-4o-mini,82,0.4883116883116883,0.9306930693069307,0.6405451448040885
GPT-4o-mini,83,0.42272727272727273,0.916256157635468,0.5785381026438569
GPT-4o-mini,84,0.6863468634686347,0.916256157635468,0.7848101265822786
GPT-4o-mini,85,0.6857142857142857,0.8421052631578947,0.7559055118110235
GPT-4o-mini,86,0.4732824427480916,0.9489795918367347,0.631578947368421
GPT-4o-mini,87,0.9095238095238095,0.9227053140096618,0.9160671462829736
GPT-4o-mini,88,0.5485714285714286,0.9552238805970149,0.6969147005444646
GPT-4o-mini,89,0.37707948243992606,0.8986784140969163,0.53125
GPT-4o-mini,90,0.6906474820143885,0.897196261682243,0.7804878048780487
GPT-4o-mini,91,0.6967509025270758,0.9554455445544554,0.8058455114822547
GPT-4o-mini,92,0.4780361757105943,0.9343434343434344,0.6324786324786325
GPT-4o-mini,93,0.49391727493917276,0.9441860465116279,0.6485623003194888
GPT-4o-mini,94,0.47901234567901235,0.9326923076923077,0.632952691680261
GPT-4o-mini,95,0.6487455197132617,0.9141414141414141,0.7589098532494759
GPT-4o-mini,96,0.4311111111111111,0.9238095238095239,0.5878787878787878
GPT-4o-mini,97,0.3939393939393939,0.900990099009901,0.5481927710843374
GPT-4o-mini,98,0.6885813148788927,0.8652173913043478,0.766859344894027
GPT-4o-mini,99,0.6868327402135231,0.919047619047619,0.7861507128309572
GPT-4o-mini,100,0.6468531468531469,0.925,0.7613168724279836
GPT-4o-mini,101,0.5884057971014492,0.9485981308411215,0.7262969588550984
GPT-4o-mini,102,0.5023923444976076,0.9251101321585903,0.6511627906976744
GPT-4o-mini,103,0.6928571428571428,0.8818181818181818,0.7759999999999999
GPT-4o-mini,104,0.6865671641791045,0.934010152284264,0.7913978494623656
GPT-4o-mini,105,0.5369318181818182,0.9130434782608695,0.6762075134168157
GPT-4o-mini,106,0.6544117647058824,0.8725490196078431,0.7478991596638657
GPT-4o-mini,107,0.6793103448275862,0.9380952380952381,0.7879999999999999
GPT-4o-mini,108,0.6909090909090909,0.9313725490196079,0.7933194154488519
GPT-4o-mini,109,0.595166163141994,0.9380952380952381,0.7282809611829945
GPT-4o-mini,110,0.5701754385964912,0.8904109589041096,0.6951871657754011
GPT-4o-mini,111,0.54858934169279,0.9162303664921466,0.6862745098039216
GPT-4o-mini,112,0.5481049562682215,0.8785046728971962,0.6750448833034111
GPT-4o-mini,113,0.4074074074074074,0.9211822660098522,0.5649546827794562
GPT-4o-mini,114,0.4775,0.9052132701421801,0.6252045826513911
GPT-4o-mini,115,0.5621468926553672,0.908675799086758,0.6945898778359512
GPT-4o-mini,116,0.6845878136200717,0.8842592592592593,0.7717171717171718
GPT-4o-mini,117,0.5855855855855856,0.8552631578947368,0.6951871657754011
GPT-4o-mini,118,0.4671717171717172,0.925,0.6208053691275168
GPT-4o-mini,119,0.5805555555555556,0.9166666666666666,0.7108843537414967
GPT-4o-mini,120,0.43209876543209874,0.9292035398230089,0.5898876404494382
GPT-4o-mini,121,0.8681818181818182,0.9362745098039216,0.9009433962264151
GPT-4o-mini,122,0.5913312693498453,0.8883720930232558,0.7100371747211897
GPT-4o-mini,123,0.6898954703832753,0.9519230769230769,0.8
GPT-4o-mini,124,0.508641975308642,0.9321266968325792,0.65814696485623
GPT-4o-mini,125,0.7046263345195729,0.9252336448598131,0.7999999999999999
GPT-4o-mini,126,0.5693215339233039,0.8812785388127854,0.6917562724014338
GPT-4o-mini,127,0.5736196319018405,0.9033816425120773,0.701688555347092
GPT-4o-mini,128,0.7890295358649789,0.8947368421052632,0.8385650224215246
GPT-4o-mini,129,0.8185840707964602,0.9158415841584159,0.8644859813084113
GPT-4o-mini,130,0.6832740213523132,0.9056603773584906,0.7789046653144017
GPT-4o-mini,131,0.47643979057591623,0.8666666666666667,0.6148648648648648
GPT-4o-mini,132,0.5347432024169184,0.9123711340206185,0.6742857142857143
GPT-4o-mini,133,0.6428571428571429,0.9,0.75
GPT-4o-mini,134,0.334525939177102,0.949238578680203,0.49470899470899476
GPT-4o-mini,135,0.3711967545638945,0.9581151832460733,0.5350877192982455
GPT-4o-mini,136,0.4948717948717949,0.8812785388127854,0.6338259441707718
GPT-4o-mini,137,0.5697674418604651,0.92018779342723,0.7037701974865349
GPT-4o-mini,138,0.5502958579881657,0.8985507246376812,0.6825688073394496
GPT-4o-mini,139,0.4748743718592965,0.8669724770642202,0.6136363636363636
GPT-4o-mini,140,0.5680473372781065,0.8847926267281107,0.691891891891892
GPT-4o-mini,141,0.44175824175824174,0.9262672811059908,0.5982142857142856
GPT-4o-mini,142,0.3787878787878788,0.970873786407767,0.544959128065395
GPT-4o-mini,143,0.6859205776173285,0.9359605911330049,0.7916666666666666
GPT-4o-mini,144,0.7967479674796748,0.9423076923076923,0.8634361233480178
GPT-4o-mini,145,0.4868421052631579,0.893719806763285,0.6303236797274275
GPT-4o-mini,146,0.491566265060241,0.9147982062780269,0.6394984326018809
GPT-4o-mini,147,0.8211009174311926,0.927461139896373,0.8710462287104623
GPT-4o-mini,148,0.4253393665158371,0.8663594470046083,0.5705614567526556
GPT-4o-mini,149,0.4380733944954128,0.955,0.60062893081761
GPT-4o-mini,150,0.6823104693140795,0.8873239436619719,0.7714285714285715
GPT-4o-mini,151,0.5012722646310432,0.9036697247706422,0.6448445171849427
GPT-4o-mini,152,0.6917562724014337,0.9018691588785047,0.7829614604462475
GPT-4o-mini,153,0.6788321167883211,0.9393939393939394,0.788135593220339
GPT-4o-mini,154,0.5506329113924051,0.883248730964467,0.6783625730994152
GPT-4o-mini,155,0.3745173745173745,0.9282296650717703,0.5337001375515819
GPT-4o-mini,156,0.6747404844290658,0.9112149532710281,0.775347912524851
GPT-4o-mini,157,0.4145785876993166,0.9238578680203046,0.5723270440251572
GPT-4o-mini,158,0.36649214659685864,0.9130434782608695,0.523038605230386
GPT-4o-mini,159,0.46949602122015915,0.885,0.6135181975736569
GPT-4o-mini,160,0.6643356643356644,0.9359605911330049,0.7770961145194274
GPT-4o-mini,161,0.4157303370786517,0.9158415841584159,0.571870170015456
GPT-4o-mini,162,0.6631578947368421,0.9356435643564357,0.7761806981519507
GPT-4o-mini,163,0.49874686716791977,0.9299065420560748,0.6492659053833605
GPT-4o-mini,164,0.676056338028169,0.8727272727272727,0.7619047619047619
GPT-4o-mini,165,0.4467005076142132,0.8844221105527639,0.5935919055649241
GPT-4o-mini,166,0.5749235474006116,0.94,0.713472485768501
GPT-4o-mini,167,0.4026258205689278,0.9246231155778895,0.5609756097560975
GPT-4o-mini,168,0.5284090909090909,0.9346733668341709,0.6751361161524501
GPT-4o-mini,169,0.6859205776173285,0.9405940594059405,0.7933194154488518
GPT-4o-mini,170,0.708185053380783,0.8805309734513275,0.7850098619329389
GPT-4o-mini,171,0.5064599483204134,0.9158878504672897,0.6522462562396006
GPT-4o-mini,172,0.6768707482993197,0.9212962962962963,0.7803921568627451
GPT-4o-mini,173,0.4048140043763676,0.9158415841584159,0.5614567526555387
GPT-4o-mini,174,0.6762589928057554,0.9261083743842364,0.7817047817047816
GPT-4o-mini,175,0.8761061946902655,0.9611650485436893,0.9166666666666666
GPT-4o-mini,176,0.45363408521303256,0.9141414141414141,0.6063651591289781
GPT-4o-mini,177,0.6845878136200717,0.9009433962264151,0.7780040733197556
GPT-4o-mini,178,0.5343283582089552,0.927461139896373,0.678030303030303
GPT-4o-mini,179,0.46736292428198434,0.8817733990147784,0.6109215017064846
GPT-4o-mini,180,0.6917562724014337,0.8976744186046511,0.7813765182186234
GPT-4o-mini,181,0.3189792663476874,0.8888888888888888,0.46948356807511743
GPT-4o-mini,182,0.8782608695652174,0.926605504587156,0.9017857142857143
GPT-4o-mini,183,0.5794117647058824,0.9425837320574163,0.7176684881602915
GPT-4o-mini,184,0.5634218289085545,0.9271844660194175,0.7009174311926606
GPT-4o-mini,185,0.8362068965517241,0.9065420560747663,0.8699551569506727
GPT-4o-mini,186,0.5,0.910377358490566,0.6454849498327758
GPT-4o-mini,187,0.7,0.92018779342723,0.7951318458417849
GPT-4o-mini,188,0.6254545454545455,0.864321608040201,0.7257383966244726
GPT-4o-mini,189,0.41431670281995664,0.9317073170731708,0.5735735735735735
GPT-4o-mini,190,0.6811594202898551,0.8867924528301887,0.7704918032786885
GPT-4o-mini,191,0.8767772511848341,0.9158415841584159,0.8958837772397095
GPT-4o-mini,192,0.4216335540838852,0.9227053140096618,0.5787878787878787
GPT-4o-mini,193,0.5722713864306784,0.8738738738738738,0.6916221033868093
GPT-4o-mini,194,0.48756218905472637,0.9074074074074074,0.6343042071197411
GPT-4o-mini,195,0.72,0.9519230769230769,0.8198757763975155
GPT-4o-mini,196,0.6530612244897959,0.9230769230769231,0.7649402390438246
GPT-4o-mini,197,0.67,0.9220183486238532,0.7760617760617761
GPT-4o-mini,198,0.48507462686567165,0.9466019417475728,0.6414473684210527
GPT-4o-mini,199,0.7121771217712177,0.8976744186046511,0.794238683127572
GPT-4o-mini,200,0.6254180602006689,0.9444444444444444,0.7525150905432596
GPT-4o-mini,201,0.5167095115681234,0.9054054054054054,0.6579378068739771
GPT-4o-mini,202,0.675,0.883177570093458,0.7651821862348179
GPT-4o-mini,203,0.45758354755784064,0.8682926829268293,0.5993265993265994
GPT-4o-mini,204,0.5667655786350149,0.9362745098039216,0.7060998151571165
GPT-4o-mini,205,0.5402985074626866,0.9329896907216495,0.6843100189035917
GPT-4o-mini,206,0.9146919431279621,0.9554455445544554,0.9346246973365617
GPT-4o-mini,207,0.6607142857142857,0.8809523809523809,0.7551020408163266
GPT-4o-mini,208,0.6644736842105263,0.9140271493212669,0.7695238095238095
GPT-4o-mini,209,0.4935064935064935,0.95,0.6495726495726496
GPT-4o-mini,210,0.8518518518518519,0.8932038834951457,0.8720379146919431
GPT-4o-mini,211,0.5718562874251497,0.9138755980861244,0.7034990791896869
GPT-4o-mini,212,0.437636761487965,0.9523809523809523,0.5997001499250375
GPT-4o-mini,213,0.4430051813471503,0.8465346534653465,0.5816326530612245
GPT-4o-mini,214,0.5838323353293413,0.8823529411764706,0.7027027027027027
GPT-4o-mini,215,0.5479041916167665,0.9336734693877551,0.6905660377358491
GPT-4o-mini,216,0.4074074074074074,0.935,0.56752655538695
GPT-4o-mini,217,0.4441747572815534,0.9195979899497487,0.5990180032733224
GPT-4o-mini,218,0.41333333333333333,0.9207920792079208,0.5705521472392637
GPT-4o-mini,219,0.8403755868544601,0.9132653061224489,0.8753056234718826
GPT-4o-mini,220,0.6666666666666666,0.9239130434782609,0.7744874715261959
GPT-4o-mini,221,0.5065274151436031,0.8981481481481481,0.647746243739566
GPT-4o-mini,222,0.6654804270462633,0.9396984924623115,0.7791666666666666
GPT-4o-mini,223,0.6804123711340206,0.9041095890410958,0.7764705882352942
GPT-4o-mini,224,0.6716981132075471,0.898989898989899,0.7688984881209503
GPT-4o-mini,225,0.6966292134831461,0.9441624365482234,0.8017241379310346
GPT-4o-mini,226,0.5597667638483965,0.9365853658536586,0.7007299270072992
GPT-4o-mini,227,0.3698630136986301,0.8513513513513513,0.5156889495225102
GPT-4o-mini,228,0.3745019920318725,0.9353233830845771,0.534850640113798
GPT-4o-mini,229,0.6877323420074349,0.8564814814814815,0.7628865979381443
GPT-4o-mini,230,0.696078431372549,0.9181034482758621,0.79182156133829
GPT-4o-mini,231,0.5630498533724341,0.927536231884058,0.7007299270072993
GPT-4o-mini,232,0.29623567921440264,0.900497512437811,0.44581280788177335
GPT-4o-mini,233,0.49242424242424243,0.9069767441860465,0.6382978723404256
GPT-4o-mini,234,0.7054545454545454,0.9463414634146341,0.8083333333333332
GPT-4o-mini,235,0.4216589861751152,0.9289340101522843,0.5800316957210777
GPT-4o-mini,236,0.5777126099706745,0.9516908212560387,0.7189781021897811
GPT-4o-mini,237,0.5532544378698225,0.9303482587064676,0.6938775510204082
GPT-4o-mini,238,0.5344827586206896,0.8985507246376812,0.6702702702702703
GPT-4o-mini,239,0.6769759450171822,0.9248826291079812,0.7817460317460319
GPT-4o-mini,240,0.5880597014925373,0.8242677824267782,0.6864111498257839
GPT-4o-mini,241,0.6666666666666666,0.9468085106382979,0.7824175824175823
GPT-4o-mini,242,0.5652173913043478,0.9558823529411765,0.7103825136612021
GPT-4o-mini,243,0.4217687074829932,0.9393939393939394,0.5821596244131455
GPT-4o-mini,244,0.4731457800511509,0.9296482412060302,0.6271186440677966
GPT-4o-mini,245,0.5880597014925373,0.9292452830188679,0.7202925045703839
GPT-4o-mini,246,0.8867924528301887,0.9261083743842364,0.9060240963855422
GPT-4o-mini,247,0.808695652173913,0.8773584905660378,0.8416289592760181
GPT-4o-mini,248,0.819672131147541,0.8658008658008658,0.8421052631578948
GPT-4o-mini,249,0.39601769911504425,0.8443396226415094,0.539156626506024
GPT-4o-mini,250,0.7828054298642534,0.9202127659574468,0.845965770171149
GPT-4o-mini,251,0.41431670281995664,0.9502487562189055,0.5770392749244714
GPT-4o-mini,252,0.6866666666666666,0.8803418803418803,0.7715355805243447
GPT-4o-mini,253,0.5116279069767442,0.9513513513513514,0.665406427221172
GPT-4o-mini,254,0.3011456628477905,0.9154228855721394,0.45320197044334976
GPT-4o-mini,255,0.6847457627118644,0.8898678414096917,0.7739463601532567
GPT-4o-mini,256,0.41723356009070295,0.8846153846153846,0.5670261941448382
GPT-4o-mini,257,0.48614609571788414,0.9278846153846154,0.6380165289256199
GPT-4o-mini,258,0.5571847507331378,0.9313725490196079,0.6972477064220183
GPT-4o-mini,259,0.6621160409556314,0.9371980676328503,0.7759999999999999
GPT-4o-mini,260,0.6723549488054608,0.9516908212560387,0.788
GPT-4o-mini,261,0.6689895470383276,0.8533333333333334,0.7500000000000001
GPT-4o-mini,262,0.4512820512820513,0.9214659685863874,0.6058519793459552
GPT-4o-mini,263,0.801762114537445,0.914572864321608,0.8544600938967136
GPT-4o-mini,264,0.6545454545454545,0.9090909090909091,0.7610993657505286
GPT-4o-mini,265,0.6284722222222222,0.9282051282051282,0.7494824016563147
GPT-4o-mini,266,0.8559670781893004,0.9244444444444444,0.888888888888889
GPT-4o-mini,267,0.5277777777777778,0.926829268292683,0.672566371681416
GPT-4o-mini,268,0.6666666666666666,0.9261083743842364,0.7752577319587628
GPT-4o-mini,269,0.42298850574712643,0.9064039408866995,0.5768025078369907
GPT-4o-mini,270,0.5870206489675516,0.9386792452830188,0.7223230490018149
GPT-4o-mini,271,0.6843971631205674,0.9146919431279621,0.7829614604462476
GPT-4o-mini,272,0.4894179894179894,0.8685446009389671,0.6260575296108292
GPT-4o-mini,273,0.8565400843881856,0.9144144144144144,0.8845315904139434
GPT-4o-mini,274,0.5709969788519638,0.9174757281553398,0.7039106145251397
GPT-4o-mini,275,0.5752212389380531,0.9154929577464789,0.7065217391304349
GPT-4o-mini,276,0.4811083123425693,0.9052132701421801,0.6282894736842105
GPT-4o-mini,277,0.5722713864306784,0.9238095238095239,0.7067395264116575
GPT-4o-mini,278,0.717391304347826,0.9124423963133641,0.8032454361054768
GPT-4o-mini,279,0.6220735785953178,0.9117647058823529,0.7395626242544732
GPT-4o-mini,280,0.47761194029850745,0.9056603773584906,0.6254071661237784
GPT-4o-mini,281,0.6701754385964912,0.8681818181818182,0.7564356435643564
GPT-4o-mini,282,0.5438066465256798,0.8737864077669902,0.6703910614525139
GPT-4o-mini,283,0.8516746411483254,0.9222797927461139,0.8855721393034826
GPT-4o-mini,284,0.5652173913043478,0.9112149532710281,0.6976744186046512
GPT-4o-mini,285,0.6515679442508711,0.9396984924623115,0.7695473251028806
GPT-4o-mini,286,0.564179104477612,0.949748743718593,0.7078651685393259
GPT-4o-mini,287,0.5668789808917197,0.9468085106382979,0.7091633466135457
GPT-4o-mini,288,0.5857988165680473,0.8354430379746836,0.688695652173913
GPT-4o-mini,289,0.6884057971014492,0.8962264150943396,0.7786885245901639
GPT-4o-mini,290,0.7037037037037037,0.9047619047619048,0.7916666666666667
GPT-4o-mini,291,0.5606936416184971,0.9371980676328503,0.701627486437613
GPT-4o-mini,292,0.43982494529540483,0.9392523364485982,0.5991058122205665
GPT-4o-mini,293,0.44731182795698926,0.9082969432314411,0.5994236311239193
GPT-4o-mini,294,0.6801470588235294,0.8644859813084113,0.7613168724279836
GPT-4o-mini,295,0.6785714285714286,0.9223300970873787,0.7818930041152263
GPT-4o-mini,296,0.4613466334164589,0.9438775510204082,0.6197654941373534
GPT-4o-mini,297,0.4763157894736842,0.9329896907216495,0.6306620209059233
GPT-4o-mini,298,0.6551724137931034,0.9178743961352657,0.7645875251509054
GPT-4o-mini,299,0.7122302158273381,0.8878923766816144,0.7904191616766468
GPT-4o-mini,300,0.8571428571428571,0.8918918918918919,0.8741721854304636
GPT-4o-mini,301,0.5850746268656717,0.9423076923076923,0.7219152854511971
GPT-4o-mini,302,0.4772727272727273,0.949748743718593,0.6352941176470588
GPT-4o-mini,303,0.6654804270462633,0.8862559241706162,0.7601626016260161
GPT-4o-mini,304,0.5335365853658537,0.9259259259259259,0.6769825918762089
GPT-4o-mini,305,0.5815384615384616,0.9174757281553398,0.711864406779661
GPT-4o-mini,306,0.8169642857142857,0.9289340101522843,0.8693586698337292
GPT-4o-mini,307,0.4692874692874693,0.9227053140096618,0.6221498371335505
GPT-4o-mini,308,0.48484848484848486,0.9186602870813397,0.6347107438016529
GPT-4o-mini,309,0.43973214285714285,0.9425837320574163,0.5996955859969558
GPT-4o-mini,310,0.6885245901639344,0.9251101321585903,0.7894736842105263
GPT-4o-mini,311,0.5701754385964912,0.9112149532710281,0.7014388489208633
GPT-4o-mini,312,0.6702127659574468,0.9086538461538461,0.7714285714285715
GPT-4o-mini,313,0.5648414985590778,0.9032258064516129,0.6950354609929078
GPT-4o-mini,314,0.3684210526315789,0.9629629629629629,0.5329428989751098
GPT-4o-mini,315,0.44139650872817954,0.9123711340206185,0.5949579831932773
GPT-4o-mini,316,0.505,0.9351851851851852,0.6558441558441558
GPT-4o-mini,317,0.4830917874396135,0.9174311926605505,0.6329113924050633
GPT-4o-mini,318,0.673469387755102,0.9295774647887324,0.7810650887573964
GPT-4o-mini,319,0.8237885462555066,0.9540816326530612,0.884160756501182
GPT-4o-mini,320,0.4358974358974359,0.949238578680203,0.5974440894568691
GPT-4o-mini,321,0.49373433583959897,0.9205607476635514,0.6427406199021206
GPT-4o-mini,322,0.5542521994134897,0.9356435643564357,0.6961325966850829
GPT-4o-mini,323,0.3702970297029703,0.8657407407407407,0.5187239944521498
GPT-4o-mini,324,0.6411149825783972,0.8975609756097561,0.7479674796747967
GPT-4o-mini,325,0.5154929577464789,0.905940594059406,0.6570915619389587
GPT-4o-mini,326,0.47783251231527096,0.9065420560747663,0.6258064516129033
GPT-4o-mini,327,0.6550522648083623,0.9082125603864735,0.7611336032388664
GPT-4o-mini,328,0.6655518394648829,0.9255813953488372,0.77431906614786
GPT-4o-mini,329,0.5641025641025641,0.9252336448598131,0.7008849557522124
GPT-4o-mini,330,0.5970149253731343,0.9569377990430622,0.7352941176470588
GPT-4o-mini,331,0.48257372654155495,0.8653846153846154,0.6196213425129088
GPT-4o-mini,332,0.7024221453287197,0.9269406392694064,0.7992125984251969
GPT-4o-mini,333,0.4804177545691906,0.934010152284264,0.6344827586206896
GPT-4o-mini,334,0.42139737991266374,0.9234449760765551,0.5787106446776611
GPT-4o-mini,335,0.3879472693032015,0.8956521739130435,0.5413929040735874
GPT-4o-mini,336,0.8275862068965517,0.9320388349514563,0.8767123287671234
GPT-4o-mini,337,0.8243243243243243,0.9014778325123153,0.8611764705882353
GPT-4o-mini,338,0.3977272727272727,0.875,0.546875
GPT-4o-mini,339,0.4837905236907731,0.919431279620853,0.6339869281045751
GPT-4o-mini,340,0.4617283950617284,0.9211822660098522,0.6151315789473684
GPT-4o-mini,341,0.42663656884875845,0.9310344827586207,0.5851393188854489
GPT-4o-mini,342,0.6762589928057554,0.9215686274509803,0.7800829875518671
GPT-4o-mini,343,0.5680473372781065,0.8888888888888888,0.6931407942238268
GPT-4o-mini,344,0.5667655786350149,0.8967136150234741,0.6945454545454546
GPT-4o-mini,345,0.5681159420289855,0.9423076923076923,0.708860759493671
GPT-4o-mini,346,0.5662650602409639,0.912621359223301,0.6988847583643124
GPT-4o-mini,347,0.40582959641255606,0.8872549019607843,0.556923076923077
GPT-4o-mini,348,0.46153846153846156,0.8955223880597015,0.6091370558375635
GPT-4o-mini,349,0.4100877192982456,0.9033816425120773,0.5641025641025641
GPT-4o-mini,350,0.6068376068376068,0.9181034482758621,0.7307032590051457
GPT-4o-mini,351,0.8823529411764706,0.9154929577464789,0.8986175115207373
GPT-4o-mini,352,0.576271186440678,0.9577464788732394,0.7195767195767196
GPT-4o-mini,353,0.6996336996336996,0.9317073170731708,0.799163179916318
GPT-4o-mini,354,0.5727002967359051,0.8894009216589862,0.6967509025270759
GPT-4o-mini,355,0.44471744471744473,0.8829268292682927,0.5915032679738562
GPT-4o-mini,356,0.43859649122807015,0.9259259259259259,0.5952380952380952
GPT-4o-mini,357,0.48186528497409326,0.9393939393939394,0.6369863013698631
GPT-4o-mini,358,0.5165394402035624,0.9441860465116279,0.6677631578947368
GPT-4o-mini,359,0.6958041958041958,0.8766519823788547,0.7758284600389865
GPT-4o-mini,360,0.7198581560283688,0.8982300884955752,0.7992125984251968
GPT-4o-mini,361,0.5626911314984709,0.9154228855721394,0.6969696969696969
GPT-4o-mini,362,0.4422657952069717,0.9530516431924883,0.6041666666666666
GPT-4o-mini,363,0.5396341463414634,0.917098445595855,0.6794625719769675
GPT-4o-mini,364,0.5773480662983426,0.9008620689655172,0.7037037037037036
GPT-4o-mini,365,0.7043795620437956,0.8812785388127854,0.7829614604462476
GPT-4o-mini,366,0.5894428152492669,0.9348837209302325,0.723021582733813
GPT-4o-mini,367,0.7021276595744681,0.9383886255924171,0.8032454361054768
GPT-4o-mini,368,0.5087281795511222,0.8360655737704918,0.6325581395348836
GPT-4o-mini,369,0.49122807017543857,0.937799043062201,0.644736842105263
GPT-4o-mini,370,0.8666666666666667,0.9333333333333333,0.8987654320987654
GPT-4o-mini,371,0.5555555555555556,0.9510869565217391,0.7014028056112225
GPT-4o-mini,372,0.5584795321637427,0.8967136150234741,0.6882882882882883
GPT-4o-mini,373,0.5115681233933161,0.9476190476190476,0.6644407345575959
GPT-4o-mini,374,0.5246376811594203,0.9526315789473684,0.6766355140186916
GPT-4o-mini,375,0.5654761904761905,0.9595959595959596,0.7116104868913857
GPT-4o-mini,376,0.6655172413793103,0.9018691588785047,0.7658730158730159
GPT-4o-mini,377,0.6621621621621622,0.9423076923076923,0.7777777777777779
GPT-4o-mini,378,0.6570397111913358,0.914572864321608,0.7647058823529412
GPT-4o-mini,379,0.4209354120267261,0.9310344827586207,0.579754601226994
GPT-4o-mini,380,0.6586206896551724,0.9182692307692307,0.7670682730923695
GPT-4o-mini,381,0.6618705035971223,0.92,0.7698744769874477
GPT-4o-mini,382,0.5760233918128655,0.9380952380952381,0.7137681159420289
GPT-4o-mini,383,0.5306122448979592,0.9528795811518325,0.6816479400749064
GPT-4o-mini,384,0.6421052631578947,0.9242424242424242,0.7577639751552795
GPT-4o-mini,385,0.701067615658363,0.8678414096916299,0.7755905511811023
GPT-4o-mini,386,0.5443425076452599,0.898989898989899,0.6780952380952381
GPT-4o-mini,387,0.6537102473498233,0.8685446009389671,0.7459677419354838
